 time            i(Vmeas)        v(Vout)        
 1.68032220e-07  1.00000000e-05 -1.32177592e-02 
 1.69032220e-07  1.00000000e-05  1.31811956e-02 
 1.70032220e-07  1.00000000e-05 -1.29516625e-02 
 1.71032220e-07  1.00000000e-05  1.29131850e-02 
 1.72032220e-07  1.00000000e-05 -1.26920475e-02 
 1.73032220e-07  1.00000000e-05  1.26519812e-02 
 1.74032220e-07  1.00000000e-05 -1.24384816e-02 
 1.75032220e-07  1.00000000e-05  1.23971023e-02 
 1.76032220e-07  1.00000000e-05 -1.21906335e-02 
 1.77032220e-07  1.00000000e-05  1.21481608e-02 
 1.78032220e-07  1.00000000e-05 -1.19482291e-02 
 1.79032220e-07  1.00000000e-05  1.19048407e-02 
 1.80032220e-07  1.00000000e-05 -1.17110382e-02 
 1.81032220e-07  1.00000000e-05  1.16668802e-02 
 1.82032220e-07  1.00000000e-05 -1.14788644e-02 
 1.83032220e-07  1.00000000e-05  1.14340593e-02 
 1.84032220e-07  1.00000000e-05 -1.12515376e-02 
 1.85032220e-07  1.00000000e-05  1.12061911e-02 
 1.86032220e-07  1.00000000e-05 -1.10289313e-02 
 1.87032220e-07  1.00000000e-05  1.09832103e-02 
 1.87157220e-07  1.00000000e-05  2.46092123e-04 
 1.87407220e-07  1.00000000e-05 -2.33087980e-04 
 1.87705500e-07  1.00000000e-05  2.36317734e-04 
 1.87987690e-07  1.00000000e-05 -1.99407752e-04 
 1.88374000e-07  1.00000000e-05  2.12996727e-04 
 1.88891745e-07  1.00000000e-05 -1.93526440e-04 
 1.89495808e-07  1.00000000e-05 -1.58171475e-03 
 1.90358753e-07  1.00000000e-05  1.73941374e+00 
 1.90874141e-07  1.00000000e-05  1.84594059e+00 
 1.91446288e-07  1.00000000e-05  1.75534589e+00 
 1.92189701e-07  1.00000000e-05  1.83748240e+00 
 1.92802445e-07  1.00000000e-05  1.76361505e+00 
 1.93308796e-07  1.00000000e-05  4.14090498e-02 
 1.93619392e-07  1.00000000e-05 -2.04669643e-02 
 1.93858583e-07  1.00000000e-05  1.92158848e-02 
 1.94003051e-07  1.00000000e-05 -1.50306148e-02 
 1.94190331e-07  1.00000000e-05  1.40790213e-02 
 1.94376521e-07  1.00000000e-05 -1.29118957e-02 
 1.94745473e-07  1.00000000e-05  1.26364350e-02 
 1.95136311e-07  1.00000000e-05 -1.21641273e-02 
 1.95917985e-07  1.00000000e-05  1.20945824e-02 
 1.96917985e-07  1.00000000e-05 -1.18687032e-02 
 1.97917985e-07  1.00000000e-05  1.18322898e-02 
 1.98917985e-07  1.00000000e-05 -1.16198102e-02 
 1.99917985e-07  1.00000000e-05  1.15805633e-02 
 2.00917985e-07  1.00000000e-05 -1.13792627e-02 
 2.01917985e-07  1.00000000e-05  1.13378974e-02 
 2.02917985e-07  1.00000000e-05 -1.11460873e-02 
 2.03917985e-07  1.00000000e-05  1.11031243e-02 
 2.04917985e-07  1.00000000e-05 -1.09195125e-02 
 2.05917985e-07  1.00000000e-05  1.08753425e-02 
 2.06917985e-07  1.00000000e-05 -1.06989330e-02 
 2.07917985e-07  1.00000000e-05  1.06538522e-02 
 2.08917985e-07  1.00000000e-05 -1.04838702e-02 
 2.09917985e-07  1.00000000e-05  1.04381052e-02 
 2.10917985e-07  1.00000000e-05 -1.02739415e-02 
 2.11917985e-07  1.00000000e-05  1.02276686e-02 
 2.12917985e-07  1.00000000e-05 -1.00688415e-02 
 2.13917985e-07  1.00000000e-05  1.00222269e-02 
 2.14917985e-07  1.00000000e-05 -9.86825489e-03 
 2.15917985e-07  1.00000000e-05  9.81170077e-03 
 2.16877471e-07  1.00000000e-05 -9.71638934e-03 
 2.17877471e-07  1.00000000e-05  1.78581442e+00 
 2.18546146e-07  1.00000000e-05  1.80916852e+00 
 2.19241735e-07  1.00000000e-05  1.79235881e+00 
 2.20145705e-07  1.00000000e-05  1.80567519e+00 
 2.20799980e-07  1.00000000e-05  2.04163410e-02 
 2.21241049e-07  1.00000000e-05 -1.45112805e-02 
 2.21435600e-07  1.00000000e-05  1.34036349e-02 
 2.21552463e-07  1.00000000e-05 -1.15061222e-02 
 2.21692945e-07  1.00000000e-05  1.07057580e-02 
 2.21929479e-07  1.00000000e-05 -1.01638303e-02 
 2.22170764e-07  1.00000000e-05  9.79615825e-03 
 2.22556926e-07  1.00000000e-05 -9.48828466e-03 
 2.23010302e-07  1.00000000e-05  9.32671315e-03 
 2.23917053e-07  1.00000000e-05 -9.17684963e-03 
 2.24917053e-07  1.00000000e-05  9.12983379e-03 
 2.25917053e-07  1.00000000e-05 -8.99407321e-03 
 2.26917053e-07  1.00000000e-05  8.94704330e-03 
 2.27917053e-07  1.00000000e-05 -8.81535978e-03 
 2.28917053e-07  1.00000000e-05  8.76835208e-03 
 2.29917053e-07  1.00000000e-05 -8.64050009e-03 
 2.30917053e-07  1.00000000e-05  8.59357290e-03 
 2.31917053e-07  1.00000000e-05 -8.46934401e-03 
 2.32917053e-07  1.00000000e-05  8.42254562e-03 
 2.33917053e-07  1.00000000e-05 -8.30176212e-03 
 2.34917053e-07  1.00000000e-05  8.25513327e-03 
 2.35917053e-07  1.00000000e-05 -8.13764117e-03 
 2.36917053e-07  1.00000000e-05  8.09121691e-03 
 2.37917053e-07  1.00000000e-05 -7.97688728e-03 
 2.38917053e-07  1.00000000e-05  7.93070782e-03 
 2.39917053e-07  1.00000000e-05 -7.79344674e-03 
 2.40705247e-07  1.00000000e-05  7.72767585e-03 
 2.41375175e-07  1.00000000e-05 -2.70495379e-02 
 2.42106085e-07  1.00000000e-05  1.78759436e+00 
 2.42662737e-07  1.00000000e-05  1.80994641e+00 
 2.43264704e-07  1.00000000e-05  1.79113953e+00 
 2.43864130e-07  1.00000000e-05  1.80744527e+00 
 2.44371312e-07  1.00000000e-05  1.79363828e+00 
 2.44820371e-07  1.00000000e-05  8.00783598e-02 
 2.45140392e-07  1.00000000e-05 -1.13705573e-02 
 2.45445949e-07  1.00000000e-05  1.09430513e-02 
 2.45560722e-07  1.00000000e-05 -9.50205826e-03 
 2.45723500e-07  1.00000000e-05  8.93457237e-03 
 2.45895532e-07  1.00000000e-05 -8.35171397e-03 
 2.46239595e-07  1.00000000e-05  8.14500062e-03 
 2.46595359e-07  1.00000000e-05 -7.87784526e-03 
 2.47231583e-07  1.00000000e-05  7.78692884e-03 
 2.48143980e-07  1.00000000e-05 -7.66786719e-03 
 2.49143980e-07  1.00000000e-05  7.62265200e-03 
 2.50143980e-07  1.00000000e-05 -7.51454021e-03 
 2.51143980e-07  1.00000000e-05  7.46957050e-03 
 2.52143980e-07  1.00000000e-05 -7.36458449e-03 
 2.53143980e-07  1.00000000e-05  7.31989177e-03 
 2.54143980e-07  1.00000000e-05 -7.21785117e-03 
 2.55143980e-07  1.00000000e-05  7.17346450e-03 
 2.56143980e-07  1.00000000e-05 -7.07421628e-03 
 2.57143980e-07  1.00000000e-05  7.03015964e-03 
 2.58143980e-07  1.00000000e-05 -6.93357281e-03 
 2.59143980e-07  1.00000000e-05  6.88986626e-03 
 2.60143980e-07  1.00000000e-05 -6.79582688e-03 
 2.61143980e-07  1.00000000e-05  6.75248750e-03 
 2.62143980e-07  1.00000000e-05 -6.66089507e-03 
 2.63143980e-07  1.00000000e-05  6.61793763e-03 
 2.64143980e-07  1.00000000e-05 -6.52872529e-03 
 2.65143980e-07  1.00000000e-05  6.48616815e-03 
 2.65268980e-07  1.00000000e-05  1.46109359e-04 
 2.65518980e-07  1.00000000e-05 -1.38698827e-04 
 2.65805989e-07  1.00000000e-05  1.40379633e-04 
 2.66098607e-07  1.00000000e-05 -1.09801118e-04 
 2.66437614e-07  1.00000000e-05  1.29570779e-04 
 2.66907196e-07  1.00000000e-05 -1.13778055e-04 
 2.67480937e-07  1.00000000e-05 -2.29025597e-05 
 2.68086818e-07  1.00000000e-05  1.67052644e+00 
 2.68512771e-07  1.00000000e-05  1.85742785e+00 
 2.68912302e-07  1.00000000e-05  1.74570414e+00 
 2.69361391e-07  1.00000000e-05  1.84129383e+00 
 2.69836724e-07  1.00000000e-05  1.76125063e+00 
 2.70506187e-07  1.00000000e-05  1.83225907e+00 
 2.71012168e-07  1.00000000e-05  1.77044899e+00 
 2.71533307e-07  1.00000000e-05  3.54952780e-02 
 2.71800015e-07  1.00000000e-05 -1.89317675e-02 
 2.71996941e-07  1.00000000e-05  1.70493825e-02 
 2.72161398e-07  1.00000000e-05 -1.39051146e-02 
 2.72353020e-07  1.00000000e-05  1.30148681e-02 
 2.72539275e-07  1.00000000e-05 -1.19464254e-02 
 2.72911784e-07  1.00000000e-05  1.16856407e-02 
 2.73278754e-07  1.00000000e-05 -1.12331059e-02 
 2.74012694e-07  1.00000000e-05  1.11517386e-02 
 2.75012694e-07  1.00000000e-05 -1.09498535e-02 
 2.76012694e-07  1.00000000e-05  1.09099695e-02 
 2.77012694e-07  1.00000000e-05 -1.07199052e-02 
 2.78012694e-07  1.00000000e-05  1.06779237e-02 
 2.79012694e-07  1.00000000e-05 -1.04977213e-02 
 2.80012694e-07  1.00000000e-05  1.04542133e-02 
